state_name,county,Substate,mental_illness_percentage
North Dakota,Divide,Northwest,18.88%
North Dakota,McKenzie,Northwest,18.88%
North Dakota,Williams,Northwest,18.88%
North Dakota,Barnes,South Central,16.75%
North Dakota,Dickey,South Central,16.75%
North Dakota,Foster,South Central,16.75%
North Dakota,Griggs,South Central,16.75%
North Dakota,LaMoure,South Central,16.75%
North Dakota,Logan,South Central,16.75%
North Dakota,McIntosh,South Central,16.75%
North Dakota,Stutsman,South Central,16.75%
North Dakota,Wells,South Central,16.75%
North Dakota,Cass,Southeast,20.02%
North Dakota,Ransom,Southeast,20.02%
North Dakota,Richland,Southeast,20.02%
North Dakota,Sargent,Southeast,20.02%
North Dakota,Steele,Southeast,20.02%
North Dakota,Traill,Southeast,20.02%
Ohio,Allen,"Boards 2, 46, 55, and 68",20.86%
Ohio,Auglaize,"Boards 2, 46, 55, and 68",20.86%
Ohio,Hardin,"Boards 2, 46, 55, and 68",20.86%
Ohio,Champaign,"Boards 2, 46, 55, and 68",20.86%
Ohio,Logan,"Boards 2, 46, 55, and 68",20.86%
Ohio,Darke,"Boards 2, 46, 55, and 68",20.86%
Ohio,Miami,"Boards 2, 46, 55, and 68",20.86%
Ohio,Shelby,"Boards 2, 46, 55, and 68",20.86%
Ohio,Preble,"Boards 2, 46, 55, and 68",20.86%
Ohio,Ashland,"Boards 3, 52, and 85",19.40%
Ohio,Medina,"Boards 3, 52, and 85",19.40%
Ohio,Holmes,"Boards 3, 52, and 85",19.40%
Ohio,Wayne,"Boards 3, 52, and 85",19.40%
Ohio,Ashtabula,Boards 4 and 78,20.33%
Ohio,Trumbull,Boards 4 and 78,20.33%
Ohio,Athens,Boards 5 and 60,23.15%
Ohio,Hocking,Boards 5 and 60,23.15%
Ohio,Vinton,Boards 5 and 60,23.15%
Ohio,Coshocton,Boards 5 and 60,23.15%
Ohio,Guernsey,Boards 5 and 60,23.15%
Ohio,Morgan,Boards 5 and 60,23.15%
Ohio,Muskingum,Boards 5 and 60,23.15%
Ohio,Noble,Boards 5 and 60,23.15%
Ohio,Perry,Boards 5 and 60,23.15%
Ohio,Belmont,"Boards 7, 15, 41, 79, and 84",20.00%
Ohio,Harrison,"Boards 7, 15, 41, 79, and 84",20.00%
Ohio,Monroe,"Boards 7, 15, 41, 79, and 84",20.00%
Ohio,Columbiana,"Boards 7, 15, 41, 79, and 84",20.00%
Ohio,Jefferson,"Boards 7, 15, 41, 79, and 84",20.00%
Ohio,Carroll,"Boards 7, 15, 41, 79, and 84",20.00%
Ohio,Tuscarawas,"Boards 7, 15, 41, 79, and 84",20.00%
Ohio,Washington,"Boards 7, 15, 41, 79, and 84",20.00%
Ohio,Brown,"Boards 8, 13, and 83",20.85%
Ohio,Clermont,"Boards 8, 13, and 83",20.85%
Ohio,Clinton,"Boards 8, 13, and 83",20.85%
Ohio,Warren,"Boards 8, 13, and 83",20.85%
Ohio,Butler,Board 9 (Butler),21.08%
Ohio,Clark,Board 12,22.37%
Ohio,Greene,Board 12,22.37%
Ohio,Madison,Board 12,22.37%
Ohio,Cuyahoga,Boards 18 and 47,19.29%
Ohio,Lorain,Boards 18 and 47,19.29%
Ohio,Defiance,"Boards 20, 32, 54, and 69",20.07%
Ohio,Fulton,"Boards 20, 32, 54, and 69",20.07%
Ohio,Henry,"Boards 20, 32, 54, and 69",20.07%
Ohio,Williams,"Boards 20, 32, 54, and 69",20.07%
Ohio,Hancock,"Boards 20, 32, 54, and 69",20.07%
Ohio,Mercer,"Boards 20, 32, 54, and 69",20.07%
Ohio,Paulding,"Boards 20, 32, 54, and 69",20.07%
Ohio,Van Wert,"Boards 20, 32, 54, and 69",20.07%
Ohio,Putnam,"Boards 20, 32, 54, and 69",20.07%
Ohio,Delaware,"Boards 21, 39, 51, 70, and 80",20.65%
Ohio,Morrow,"Boards 21, 39, 51, 70, and 80",20.65%
Ohio,Huron,"Boards 21, 39, 51, 70, and 80",20.65%
Ohio,Crawford,"Boards 21, 39, 51, 70, and 80",20.65%
Ohio,Marion,"Boards 21, 39, 51, 70, and 80",20.65%
Ohio,Richland,"Boards 21, 39, 51, 70, and 80",20.65%
Ohio,Union,"Boards 21, 39, 51, 70, and 80",20.65%
Ohio,Erie,"Boards 22, 74, and 87",19.92%
Ohio,Ottawa,"Boards 22, 74, and 87",19.92%
Ohio,Sandusky,"Boards 22, 74, and 87",19.92%
Ohio,Seneca,"Boards 22, 74, and 87",19.92%
Ohio,Wyandot,"Boards 22, 74, and 87",19.92%
Ohio,Wood,"Boards 22, 74, and 87",19.92%
Ohio,Fairfield,Boards 23 and 45,21.98%
Ohio,Knox,Boards 23 and 45,21.98%
Ohio,Licking,Boards 23 and 45,21.98%
Ohio,Franklin,Board 25 (Franklin),22.28%
Ohio,Gallia,"Boards 27, 71, and 73",21.33%
Ohio,Jackson,"Boards 27, 71, and 73",21.33%
Ohio,Meigs,"Boards 27, 71, and 73",21.33%
Ohio,Fayette,"Boards 27, 71, and 73",21.33%
Ohio,Highland,"Boards 27, 71, and 73",21.33%
Ohio,Pickaway,"Boards 27, 71, and 73",21.33%
Ohio,Pike,"Boards 27, 71, and 73",21.33%
Ohio,Ross,"Boards 27, 71, and 73",21.33%
Ohio,Adams,"Boards 27, 71, and 73",21.33%
Ohio,Lawrence,"Boards 27, 71, and 73",21.33%
Ohio,Scioto,"Boards 27, 71, and 73",21.33%
Ohio,Geauga,"Boards 28, 43, and 67",20.44%
Ohio,Lake,"Boards 28, 43, and 67",20.44%
Ohio,Portage,"Boards 28, 43, and 67",20.44%
Ohio,Hamilton,Board 31 (Hamilton),19.80%
Ohio,Lucas,Board 48 (Lucas),22.45%
Ohio,Mahoning,Boards 50 and 76,20.97%
Ohio,Stark,Boards 50 and 76,20.97%
Ohio,Montgomery,Board 57 (Montgomery),22.33%
Ohio,Summit,Board 77 (Summit),21.48%
Oklahoma,Canadian,Central,20.21%
Oklahoma,Cleveland,Central,20.21%
Oklahoma,Grady,Central,20.21%
Oklahoma,McClain,Central,20.21%
Oklahoma,Adair,East Central,19.93%
Oklahoma,Cherokee,East Central,19.93%
Oklahoma,Creek,East Central,19.93%
Oklahoma,Lincoln,East Central,19.93%
Oklahoma,McIntosh,East Central,19.93%
Oklahoma,Muskogee,East Central,19.93%
Oklahoma,Okfuskee,East Central,19.93%
Oklahoma,Okmulgee,East Central,19.93%
Oklahoma,Sequoyah,East Central,19.93%
Oklahoma,Wagoner,East Central,19.93%
Oklahoma,Craig,Northeast,20.40%
Oklahoma,Delaware,Northeast,20.40%
Oklahoma,Kay,Northeast,20.40%
Oklahoma,Mayes,Northeast,20.40%
Oklahoma,Noble,Northeast,20.40%
Oklahoma,Nowata,Northeast,20.40%
Oklahoma,Osage,Northeast,20.40%
Oklahoma,Ottawa,Northeast,20.40%
Oklahoma,Pawnee,Northeast,20.40%
Oklahoma,Payne,Northeast,20.40%
Oklahoma,Rogers,Northeast,20.40%
Oklahoma,Washington,Northeast,20.40%
Oklahoma,Alfalfa,Northwest and Southwest,17.89%
Oklahoma,Beaver,Northwest and Southwest,17.89%
Oklahoma,Cimarron,Northwest and Southwest,17.89%
Oklahoma,Ellis,Northwest and Southwest,17.89%
Oklahoma,Garfield,Northwest and Southwest,17.89%
Oklahoma,Grant,Northwest and Southwest,17.89%
Oklahoma,Harper,Northwest and Southwest,17.89%
Oklahoma,Kingfisher,Northwest and Southwest,17.89%
Oklahoma,Logan,Northwest and Southwest,17.89%
Oklahoma,Major,Northwest and Southwest,17.89%
Oklahoma,Texas,Northwest and Southwest,17.89%
Oklahoma,Woods,Northwest and Southwest,17.89%
Oklahoma,Woodward,Northwest and Southwest,17.89%
Oklahoma,Beckham,Northwest and Southwest,17.89%
Oklahoma,Blaine,Northwest and Southwest,17.89%
Oklahoma,Caddo,Northwest and Southwest,17.89%
Oklahoma,Comanche,Northwest and Southwest,17.89%
Oklahoma,Cotton,Northwest and Southwest,17.89%
Oklahoma,Custer,Northwest and Southwest,17.89%
Oklahoma,Dewey,Northwest and Southwest,17.89%
Oklahoma,Greer,Northwest and Southwest,17.89%
Oklahoma,Harmon,Northwest and Southwest,17.89%
Oklahoma,Jackson,Northwest and Southwest,17.89%
Oklahoma,Jefferson,Northwest and Southwest,17.89%
Oklahoma,Kiowa,Northwest and Southwest,17.89%
Oklahoma,Roger Mills,Northwest and Southwest,17.89%
Oklahoma,Stephens,Northwest and Southwest,17.89%
Oklahoma,Tillman,Northwest and Southwest,17.89%
Oklahoma,Washita,Northwest and Southwest,17.89%
Oklahoma,Oklahoma,Oklahoma County,21.98%
Oklahoma,Atoka,Southeast,19.81%
Oklahoma,Bryan,Southeast,19.81%
Oklahoma,Carter,Southeast,19.81%
Oklahoma,Choctaw,Southeast,19.81%
Oklahoma,Coal,Southeast,19.81%
Oklahoma,Garvin,Southeast,19.81%
Oklahoma,Haskell,Southeast,19.81%
Oklahoma,Hughes,Southeast,19.81%
Oklahoma,Johnston,Southeast,19.81%
Oklahoma,Latimer,Southeast,19.81%
Oklahoma,Le Flore,Southeast,19.81%
Oklahoma,Love,Southeast,19.81%
Oklahoma,Marshall,Southeast,19.81%
Oklahoma,McCurtain,Southeast,19.81%
Oklahoma,Murray,Southeast,19.81%
Oklahoma,Pittsburg,Southeast,19.81%
Oklahoma,Pontotoc,Southeast,19.81%
Oklahoma,Pottawatomie,Southeast,19.81%
Oklahoma,Pushmataha,Southeast,19.81%
Oklahoma,Seminole,Southeast,19.81%
Oklahoma,Tulsa,Tulsa County,20.12%
Oregon,Multnomah,Region 1 (Multnomah),27.35%
Oregon,Clackamas,Region 2,20.82%
Oregon,Washington,Region 2,20.82%
Oregon,Benton,Region 3,24.51%
Oregon,Clatsop,Region 3,24.51%
Oregon,Columbia,Region 3,24.51%
Oregon,Lane,Region 3,24.51%
Oregon,Lincoln,Region 3,24.51%
Oregon,Linn,Region 3,24.51%
Oregon,Marion,Region 3,24.51%
Oregon,Polk,Region 3,24.51%
Oregon,Tillamook,Region 3,24.51%
Oregon,Yamhill,Region 3,24.51%
Oregon,Coos,Region 4,23.44%
Oregon,Curry,Region 4,23.44%
Oregon,Douglas,Region 4,23.44%
Oregon,Jackson,Region 4,23.44%
Oregon,Josephine,Region 4,23.44%
Oregon,Klamath,Region 4,23.44%
Oregon,Crook,Region 5 (Central),21.23%
Oregon,Deschutes,Region 5 (Central),21.23%
Oregon,Jefferson,Region 5 (Central),21.23%
Oregon,Baker,Region 6 (Eastern),21.20%
Oregon,Gilliam,Region 6 (Eastern),21.20%
Oregon,Grant,Region 6 (Eastern),21.20%
Oregon,Harney,Region 6 (Eastern),21.20%
Oregon,Hood River,Region 6 (Eastern),21.20%
Oregon,Lake,Region 6 (Eastern),21.20%
Oregon,Malheur,Region 6 (Eastern),21.20%
Oregon,Morrow,Region 6 (Eastern),21.20%
Oregon,Sherman,Region 6 (Eastern),21.20%
Oregon,Umatilla,Region 6 (Eastern),21.20%
Oregon,Union,Region 6 (Eastern),21.20%
Oregon,Wallowa,Region 6 (Eastern),21.20%
Oregon,Wasco,Region 6 (Eastern),21.20%
Oregon,Wheeler,Region 6 (Eastern),21.20%
Pennsylvania,Allegheny,Region 1 (Allegheny),19.01%
Pennsylvania,Beaver,"Regions 3, 8, 9, and 51",17.55%
Pennsylvania,Butler,"Regions 3, 8, 9, and 51",17.55%
Pennsylvania,Cambria,"Regions 3, 8, 9, and 51",17.55%
Pennsylvania,Armstrong,"Regions 3, 8, 9, and 51",17.55%
Pennsylvania,Clarion,"Regions 3, 8, 9, and 51",17.55%
Pennsylvania,Indiana,"Regions 3, 8, 9, and 51",17.55%
Pennsylvania,Berks,"Regions 4, 11, 37, and 49",19.15%
Pennsylvania,Carbon,"Regions 4, 11, 37, and 49",19.15%
Pennsylvania,Monroe,"Regions 4, 11, 37, and 49",19.15%
Pennsylvania,Pike,"Regions 4, 11, 37, and 49",19.15%
Pennsylvania,Schuylkill,"Regions 4, 11, 37, and 49",19.15%
Pennsylvania,Wayne,"Regions 4, 11, 37, and 49",19.15%
Pennsylvania,Blair,"Regions 5, 18, 23, 24, and 46",19.41%
Pennsylvania,Cumberland,"Regions 5, 18, 23, 24, and 46",19.41%
Pennsylvania,Perry,"Regions 5, 18, 23, 24, and 46",19.41%
Pennsylvania,Franklin,"Regions 5, 18, 23, 24, and 46",19.41%
Pennsylvania,Fulton,"Regions 5, 18, 23, 24, and 46",19.41%
Pennsylvania,Huntingdon,"Regions 5, 18, 23, 24, and 46",19.41%
Pennsylvania,Juniata,"Regions 5, 18, 23, 24, and 46",19.41%
Pennsylvania,Mifflin,"Regions 5, 18, 23, 24, and 46",19.41%
Pennsylvania,Bedford,"Regions 5, 18, 23, 24, and 46",19.41%
Pennsylvania,Bradford,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Sullivan,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Centre,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Columbia,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Montour,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Snyder,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Union,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Clinton,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Lycoming,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Northumberland,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Tioga,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Potter,"Regions 6, 12, 16, 31, 35, 45, and 47",18.42%
Pennsylvania,Bucks,"Regions 7, 13, 20, and 33",17.40%
Pennsylvania,Chester,"Regions 7, 13, 20, and 33",17.40%
Pennsylvania,Delaware,"Regions 7, 13, 20, and 33",17.40%
Pennsylvania,Montgomery,"Regions 7, 13, 20, and 33",17.40%
Pennsylvania,Cameron,"Regions 10, 15, 27, 32, 43, and 44",18.03%
Pennsylvania,Elk,"Regions 10, 15, 27, 32, 43, and 44",18.03%
Pennsylvania,McKean,"Regions 10, 15, 27, 32, 43, and 44",18.03%
Pennsylvania,Clearfield,"Regions 10, 15, 27, 32, 43, and 44",18.03%
Pennsylvania,Jefferson,"Regions 10, 15, 27, 32, 43, and 44",18.03%
Pennsylvania,Lawrence,"Regions 10, 15, 27, 32, 43, and 44",18.03%
Pennsylvania,Mercer,"Regions 10, 15, 27, 32, 43, and 44",18.03%
Pennsylvania,Forest,"Regions 10, 15, 27, 32, 43, and 44",18.03%
Pennsylvania,Warren,"Regions 10, 15, 27, 32, 43, and 44",18.03%
Pennsylvania,Venango,"Regions 10, 15, 27, 32, 43, and 44",18.03%
Pennsylvania,Crawford,Regions 17 and 21,20.40%
Pennsylvania,Erie,Regions 17 and 21,20.40%
Pennsylvania,Dauphin,"Regions 19, 26, 28, and 42",18.83%
Pennsylvania,Lancaster,"Regions 19, 26, 28, and 42",18.83%
Pennsylvania,Lebanon,"Regions 19, 26, 28, and 42",18.83%
Pennsylvania,Adams,"Regions 19, 26, 28, and 42",18.83%
Pennsylvania,York,"Regions 19, 26, 28, and 42",18.83%
Pennsylvania,Fayette,"Regions 22, 38, 40, 41, and 48",18.63%
Pennsylvania,Somerset,"Regions 22, 38, 40, 41, and 48",18.63%
Pennsylvania,Washington,"Regions 22, 38, 40, 41, and 48",18.63%
Pennsylvania,Westmoreland,"Regions 22, 38, 40, 41, and 48",18.63%
Pennsylvania,Greene,"Regions 22, 38, 40, 41, and 48",18.63%
Pennsylvania,Lehigh,Regions 29 and 34,18.61%
Pennsylvania,Northampton,Regions 29 and 34,18.61%
Pennsylvania,Luzerne,Regions 30 and 50,18.52%
Pennsylvania,Wyoming,Regions 30 and 50,18.52%
Pennsylvania,Lackawanna,Regions 30 and 50,18.52%
Pennsylvania,Susquehanna,Regions 30 and 50,18.52%
Pennsylvania,Philadelphia,Region 36 (Philadelphia),17.50%
Rhode Island,KENT,Region 4: Kent County,20.75%
Rhode Island,NEWPORT,Region 6: Newport County,18.93%
Rhode Island,PROVIDENCE,Region 1: Southern Providence County,19.19%
Rhode Island,WASHINGTON,Region 7: South County,19.33%
South Carolina,Abbeville,Region 1,17.26%
South Carolina,Anderson,Region 1,17.26%
South Carolina,Cherokee,Region 1,17.26%
South Carolina,Edgefield,Region 1,17.26%
South Carolina,Greenville,Region 1,17.26%
South Carolina,Greenwood,Region 1,17.26%
South Carolina,Laurens,Region 1,17.26%
South Carolina,McCormick,Region 1,17.26%
South Carolina,Newberry,Region 1,17.26%
South Carolina,Oconee,Region 1,17.26%
South Carolina,Pickens,Region 1,17.26%
South Carolina,Saluda,Region 1,17.26%
South Carolina,Spartanburg,Region 1,17.26%
South Carolina,Union,Region 1,17.26%
South Carolina,Chester,Region 2,18.71%
South Carolina,Chesterfield,Region 2,18.71%
South Carolina,Fairfield,Region 2,18.71%
South Carolina,Kershaw,Region 2,18.71%
South Carolina,Lancaster,Region 2,18.71%
South Carolina,Lee,Region 2,18.71%
South Carolina,Lexington,Region 2,18.71%
South Carolina,Richland,Region 2,18.71%
South Carolina,York,Region 2,18.71%
South Carolina,Clarendon,Region 3,18.64%
South Carolina,Darlington,Region 3,18.64%
South Carolina,Dillon,Region 3,18.64%
South Carolina,Florence,Region 3,18.64%
South Carolina,Georgetown,Region 3,18.64%
South Carolina,Horry,Region 3,18.64%
South Carolina,Marion,Region 3,18.64%
South Carolina,Marlboro,Region 3,18.64%
South Carolina,Sumter,Region 3,18.64%
South Carolina,Williamsburg,Region 3,18.64%
South Carolina,Aiken,Region 4,19.49%
South Carolina,Allendale,Region 4,19.49%
South Carolina,Bamberg,Region 4,19.49%
South Carolina,Barnwell,Region 4,19.49%
South Carolina,Beaufort,Region 4,19.49%
South Carolina,Berkeley,Region 4,19.49%
South Carolina,Calhoun,Region 4,19.49%
South Carolina,Charleston,Region 4,19.49%
South Carolina,Colleton,Region 4,19.49%
South Carolina,Dorchester,Region 4,19.49%
South Carolina,Hampton,Region 4,19.49%
South Carolina,Jasper,Region 4,19.49%
South Carolina,Orangeburg,Region 4,19.49%
South Dakota,Bennett,Region 1,18.20%
South Dakota,Butte,Region 1,18.20%
South Dakota,Custer,Region 1,18.20%
South Dakota,Fall River,Region 1,18.20%
South Dakota,Harding,Region 1,18.20%
South Dakota,Jackson,Region 1,18.20%
South Dakota,Lawrence,Region 1,18.20%
South Dakota,Meade,Region 1,18.20%
South Dakota,Oglala Lakota,Region 1,18.20%
South Dakota,Pennington,Region 1,18.20%
South Dakota,Perkins,Region 1,18.20%
South Dakota,Buffalo,Region 2,16.05%
South Dakota,Campbell,Region 2,16.05%
South Dakota,Corson,Region 2,16.05%
South Dakota,Dewey,Region 2,16.05%
South Dakota,Gregory,Region 2,16.05%
South Dakota,Haakon,Region 2,16.05%
South Dakota,Hand,Region 2,16.05%
South Dakota,Hughes,Region 2,16.05%
South Dakota,Hyde,Region 2,16.05%
South Dakota,Jones,Region 2,16.05%
South Dakota,Lyman,Region 2,16.05%
South Dakota,Mellette,Region 2,16.05%
South Dakota,Potter,Region 2,16.05%
South Dakota,Stanley,Region 2,16.05%
South Dakota,Sully,Region 2,16.05%
South Dakota,Todd,Region 2,16.05%
South Dakota,Tripp,Region 2,16.05%
South Dakota,Walworth,Region 2,16.05%
South Dakota,Ziebach,Region 2,16.05%
South Dakota,Beadle,Region 3,16.82%
South Dakota,Brookings,Region 3,16.82%
South Dakota,Brown,Region 3,16.82%
South Dakota,Clark,Region 3,16.82%
South Dakota,Codington,Region 3,16.82%
South Dakota,Day,Region 3,16.82%
South Dakota,Deuel,Region 3,16.82%
South Dakota,Edmunds,Region 3,16.82%
South Dakota,Faulk,Region 3,16.82%
South Dakota,Grant,Region 3,16.82%
South Dakota,Hamlin,Region 3,16.82%
South Dakota,Kingsbury,Region 3,16.82%
South Dakota,Lake,Region 3,16.82%
South Dakota,Marshall,Region 3,16.82%
South Dakota,McPherson,Region 3,16.82%
South Dakota,Moody,Region 3,16.82%
South Dakota,Roberts,Region 3,16.82%
South Dakota,Spink,Region 3,16.82%
South Dakota,Aurora,Region 4,16.72%
South Dakota,Bon Homme,Region 4,16.72%
South Dakota,Brule,Region 4,16.72%
South Dakota,Charles Mix,Region 4,16.72%
South Dakota,Clay,Region 4,16.72%
South Dakota,Davison,Region 4,16.72%
South Dakota,Douglas,Region 4,16.72%
South Dakota,Hanson,Region 4,16.72%
South Dakota,Hutchinson,Region 4,16.72%
South Dakota,Jerauld,Region 4,16.72%
South Dakota,Miner,Region 4,16.72%
South Dakota,Sanborn,Region 4,16.72%
South Dakota,Union,Region 4,16.72%
South Dakota,Yankton,Region 4,16.72%
South Dakota,Lincoln,Region 5,16.89%
South Dakota,McCook,Region 5,16.89%
South Dakota,Minnehaha,Region 5,16.89%
South Dakota,Turner,Region 5,16.89%
Tennessee,Carter,Region 1,18.79%
Tennessee,Greene,Region 1,18.79%
Tennessee,Hancock,Region 1,18.79%
Tennessee,Hawkins,Region 1,18.79%
Tennessee,Johnson,Region 1,18.79%
Tennessee,Sullivan,Region 1,18.79%
Tennessee,Unicoi,Region 1,18.79%
Tennessee,Washington,Region 1,18.79%
Tennessee,Anderson,Region 2,19.14%
Tennessee,Blount,Region 2,19.14%
Tennessee,Campbell,Region 2,19.14%
Tennessee,Claiborne,Region 2,19.14%
Tennessee,Cocke,Region 2,19.14%
Tennessee,Grainger,Region 2,19.14%
Tennessee,Hamblen,Region 2,19.14%
Tennessee,Jefferson,Region 2,19.14%
Tennessee,Knox,Region 2,19.14%
Tennessee,Loudon,Region 2,19.14%
Tennessee,Monroe,Region 2,19.14%
Tennessee,Morgan,Region 2,19.14%
Tennessee,Roane,Region 2,19.14%
Tennessee,Scott,Region 2,19.14%
Tennessee,Sevier,Region 2,19.14%
Tennessee,Union,Region 2,19.14%
Tennessee,Bledsoe,Region 3,19.15%
Tennessee,Bradley,Region 3,19.15%
Tennessee,Clay,Region 3,19.15%
Tennessee,Cumberland,Region 3,19.15%
Tennessee,DeKalb,Region 3,19.15%
Tennessee,Fentress,Region 3,19.15%
Tennessee,Grundy,Region 3,19.15%
Tennessee,Hamilton,Region 3,19.15%
Tennessee,Jackson,Region 3,19.15%
Tennessee,Macon,Region 3,19.15%
Tennessee,Marion,Region 3,19.15%
Tennessee,McMinn,Region 3,19.15%
Tennessee,Meigs,Region 3,19.15%
Tennessee,Overton,Region 3,19.15%
Tennessee,Pickett,Region 3,19.15%
Tennessee,Polk,Region 3,19.15%
Tennessee,Putnam,Region 3,19.15%
Tennessee,Rhea,Region 3,19.15%
Tennessee,Sequatchie,Region 3,19.15%
Tennessee,Smith,Region 3,19.15%
Tennessee,Van Buren,Region 3,19.15%
Tennessee,Warren,Region 3,19.15%
Tennessee,White,Region 3,19.15%
Tennessee,Davidson,Region 4 (Davidson),18.18%
Tennessee,Bedford,Region 5,18.93%
Tennessee,Cannon,Region 5,18.93%
Tennessee,Cheatham,Region 5,18.93%
Tennessee,Coffee,Region 5,18.93%
Tennessee,Dickson,Region 5,18.93%
Tennessee,Franklin,Region 5,18.93%
Tennessee,Giles,Region 5,18.93%
Tennessee,Hickman,Region 5,18.93%
Tennessee,Houston,Region 5,18.93%
Tennessee,Humphreys,Region 5,18.93%
Tennessee,Lawrence,Region 5,18.93%
Tennessee,Lewis,Region 5,18.93%
Tennessee,Lincoln,Region 5,18.93%
Tennessee,Marshall,Region 5,18.93%
Tennessee,Maury,Region 5,18.93%
Tennessee,Montgomery,Region 5,18.93%
Tennessee,Moore,Region 5,18.93%
Tennessee,Perry,Region 5,18.93%
Tennessee,Robertson,Region 5,18.93%
Tennessee,Rutherford,Region 5,18.93%
Tennessee,Stewart,Region 5,18.93%
Tennessee,Sumner,Region 5,18.93%
Tennessee,Trousdale,Region 5,18.93%
Tennessee,Wayne,Region 5,18.93%
Tennessee,Williamson,Region 5,18.93%
Tennessee,Wilson,Region 5,18.93%
Tennessee,Benton,Region 6,18.76%
Tennessee,Carroll,Region 6,18.76%
Tennessee,Chester,Region 6,18.76%
Tennessee,Crockett,Region 6,18.76%
Tennessee,Decatur,Region 6,18.76%
Tennessee,Dyer,Region 6,18.76%
Tennessee,Fayette,Region 6,18.76%
Tennessee,Gibson,Region 6,18.76%
Tennessee,Hardeman,Region 6,18.76%
Tennessee,Hardin,Region 6,18.76%
Tennessee,Haywood,Region 6,18.76%
Tennessee,Henderson,Region 6,18.76%
Tennessee,Henry,Region 6,18.76%
Tennessee,Lake,Region 6,18.76%
Tennessee,Lauderdale,Region 6,18.76%
Tennessee,Madison,Region 6,18.76%
Tennessee,McNairy,Region 6,18.76%
Tennessee,Obion,Region 6,18.76%
Tennessee,Tipton,Region 6,18.76%
Tennessee,Weakley,Region 6,18.76%
Tennessee,Shelby,Region 7 (Shelby),15.01%
Texas,Armstrong,Region 1,18.28%
Texas,Bailey,Region 1,18.28%
Texas,Briscoe,Region 1,18.28%
Texas,Carson,Region 1,18.28%
Texas,Castro,Region 1,18.28%
Texas,Childress,Region 1,18.28%
Texas,Cochran,Region 1,18.28%
Texas,Collingsworth,Region 1,18.28%
Texas,Crosby,Region 1,18.28%
Texas,Dallam,Region 1,18.28%
Texas,Deaf Smith,Region 1,18.28%
Texas,Dickens,Region 1,18.28%
Texas,Donley,Region 1,18.28%
Texas,Floyd,Region 1,18.28%
Texas,Garza,Region 1,18.28%
Texas,Gray,Region 1,18.28%
Texas,Hale,Region 1,18.28%
Texas,Hall,Region 1,18.28%
Texas,Hansford,Region 1,18.28%
Texas,Hartley,Region 1,18.28%
Texas,Hemphill,Region 1,18.28%
Texas,Hockley,Region 1,18.28%
Texas,Hutchinson,Region 1,18.28%
Texas,King,Region 1,18.28%
Texas,Lamb,Region 1,18.28%
Texas,Lubbock,Region 1,18.28%
Texas,Lynn,Region 1,18.28%
Texas,Moore,Region 1,18.28%
Texas,Motley,Region 1,18.28%
Texas,Ochiltree,Region 1,18.28%
Texas,Oldham,Region 1,18.28%
Texas,Parmer,Region 1,18.28%
Texas,Potter,Region 1,18.28%
Texas,Randall,Region 1,18.28%
Texas,Roberts,Region 1,18.28%
Texas,Sherman,Region 1,18.28%
Texas,Swisher,Region 1,18.28%
Texas,Terry,Region 1,18.28%
Texas,Wheeler,Region 1,18.28%
Texas,Yoakum,Region 1,18.28%
Texas,Archer,Region 2,18.52%
Texas,Baylor,Region 2,18.52%
Texas,Brown,Region 2,18.52%
Texas,Callahan,Region 2,18.52%
Texas,Clay,Region 2,18.52%
Texas,Coleman,Region 2,18.52%
Texas,Comanche,Region 2,18.52%
Texas,Cottle,Region 2,18.52%
Texas,Eastland,Region 2,18.52%
Texas,Fisher,Region 2,18.52%
Texas,Foard,Region 2,18.52%
Texas,Hardeman,Region 2,18.52%
Texas,Haskell,Region 2,18.52%
Texas,Jack,Region 2,18.52%
Texas,Jones,Region 2,18.52%
Texas,Kent,Region 2,18.52%
Texas,Knox,Region 2,18.52%
Texas,Mitchell,Region 2,18.52%
Texas,Montague,Region 2,18.52%
Texas,Nolan,Region 2,18.52%
Texas,Runnels,Region 2,18.52%
Texas,Scurry,Region 2,18.52%
Texas,Shackelford,Region 2,18.52%
Texas,Stephens,Region 2,18.52%
Texas,Stonewall,Region 2,18.52%
Texas,Taylor,Region 2,18.52%
Texas,Throckmorton,Region 2,18.52%
Texas,Wichita,Region 2,18.52%
Texas,Wilbarger,Region 2,18.52%
Texas,Young,Region 2,18.52%
Texas,Collin,Region 3a,15.49%
Texas,Dallas,Region 3a,15.49%
Texas,Denton,Region 3a,15.49%
Texas,Ellis,Region 3a,15.49%
