county,state_name,month,days_of_rain,lowCelsius
Lebanon,Pennsylvania,January,7,-7
Lebanon,Pennsylvania,February,6,-6
Lebanon,Pennsylvania,March,7,-1
Lebanon,Pennsylvania,April,9,4
Lebanon,Pennsylvania,septiembre,7,12
Lebanon,Pennsylvania,October,7,6
Lebanon,Pennsylvania,November,7,1
Lebanon,Pennsylvania,December,7,-4
Lehigh,Pennsylvania,May,9,10
Lehigh,Pennsylvania,June,9,15
Lehigh,Pennsylvania,July,8,18
Lehigh,Pennsylvania,August,7,17
Lehigh,Pennsylvania,January,7,-7
Lehigh,Pennsylvania,February,7,-5
Lehigh,Pennsylvania,March,8,-1
Lehigh,Pennsylvania,April,8,4
Lehigh,Pennsylvania,septiembre,7,13
Lehigh,Pennsylvania,October,6,6
Lehigh,Pennsylvania,November,7,1
Lehigh,Pennsylvania,December,8,-4
Luzerne,Pennsylvania,May,9,8
Luzerne,Pennsylvania,June,10,13
Luzerne,Pennsylvania,July,8,16
Luzerne,Pennsylvania,August,7,15
Luzerne,Pennsylvania,January,6,-10
Luzerne,Pennsylvania,February,6,-8
Luzerne,Pennsylvania,March,7,-4
Luzerne,Pennsylvania,April,8,3
Luzerne,Pennsylvania,septiembre,8,11
Luzerne,Pennsylvania,October,7,5
Luzerne,Pennsylvania,November,8,0
Luzerne,Pennsylvania,December,7,-6
Lycoming,Pennsylvania,May,11,10
Lycoming,Pennsylvania,June,10,15
Lycoming,Pennsylvania,July,8,17
Lycoming,Pennsylvania,August,9,16
Lycoming,Pennsylvania,January,8,-7
Lycoming,Pennsylvania,February,7,-6
Lycoming,Pennsylvania,March,8,-2
Lycoming,Pennsylvania,April,9,4
Lycoming,Pennsylvania,septiembre,8,13
Lycoming,Pennsylvania,October,8,6
Lycoming,Pennsylvania,November,7,0
Lycoming,Pennsylvania,December,8,-4
Mercer,Pennsylvania,May,10,7
Mercer,Pennsylvania,June,10,12
Mercer,Pennsylvania,July,8,14
Mercer,Pennsylvania,August,8,14
Mercer,Pennsylvania,January,11,-9
Mercer,Pennsylvania,February,8,-8
Mercer,Pennsylvania,March,10,-4
Mercer,Pennsylvania,April,10,2
Mercer,Pennsylvania,septiembre,8,10
Mercer,Pennsylvania,October,8,4
Mercer,Pennsylvania,November,10,0
Mercer,Pennsylvania,December,11,-6
Monroe,Pennsylvania,May,10,7
Monroe,Pennsylvania,June,9,12
Monroe,Pennsylvania,July,9,15
Monroe,Pennsylvania,August,8,14
Monroe,Pennsylvania,January,8,-9
Monroe,Pennsylvania,February,6,-8
Monroe,Pennsylvania,March,8,-3
Monroe,Pennsylvania,April,8,2
Monroe,Pennsylvania,septiembre,7,10
Monroe,Pennsylvania,October,7,4
Monroe,Pennsylvania,November,7,-1
Monroe,Pennsylvania,December,8,-6
Montgomery,Pennsylvania,May,9,9
Montgomery,Pennsylvania,June,8,14
Montgomery,Pennsylvania,July,8,17
Montgomery,Pennsylvania,August,7,16
Montgomery,Pennsylvania,January,6,-7
Montgomery,Pennsylvania,February,5,-6
Montgomery,Pennsylvania,March,7,-2
Montgomery,Pennsylvania,April,7,3
Montgomery,Pennsylvania,septiembre,6,11
Montgomery,Pennsylvania,October,7,4
Montgomery,Pennsylvania,November,6,0
Montgomery,Pennsylvania,December,7,-4
Northampton,Pennsylvania,May,9,9
Northampton,Pennsylvania,June,9,15
Northampton,Pennsylvania,July,8,17
Northampton,Pennsylvania,August,7,16
Northampton,Pennsylvania,January,7,-7
Northampton,Pennsylvania,February,7,-6
Northampton,Pennsylvania,March,8,-2
Northampton,Pennsylvania,April,8,4
Northampton,Pennsylvania,septiembre,7,12
Northampton,Pennsylvania,October,6,6
Northampton,Pennsylvania,November,7,1
Northampton,Pennsylvania,December,8,-4
Northumberland,Pennsylvania,May,10,8
Northumberland,Pennsylvania,June,10,13
Northumberland,Pennsylvania,July,8,15
Northumberland,Pennsylvania,August,8,15
Northumberland,Pennsylvania,January,7,-8
Northumberland,Pennsylvania,February,6,-7
Northumberland,Pennsylvania,March,7,-3
Northumberland,Pennsylvania,April,9,2
Northumberland,Pennsylvania,septiembre,8,11
Northumberland,Pennsylvania,October,7,5
Northumberland,Pennsylvania,November,7,0
Northumberland,Pennsylvania,December,8,-4
Philadelphia,Pennsylvania,May,10,14
Philadelphia,Pennsylvania,June,9,19
Philadelphia,Pennsylvania,July,8,22
Philadelphia,Pennsylvania,August,7,21
Philadelphia,Pennsylvania,January,8,-2
Philadelphia,Pennsylvania,February,7,-1
Philadelphia,Pennsylvania,March,8,3
Philadelphia,Pennsylvania,April,8,8
Philadelphia,Pennsylvania,septiembre,7,17
Philadelphia,Pennsylvania,October,7,11
Philadelphia,Pennsylvania,November,7,5
Philadelphia,Pennsylvania,December,8,1
Schuylkill,Pennsylvania,May,11,6
Schuylkill,Pennsylvania,June,10,11
Schuylkill,Pennsylvania,July,9,13
Schuylkill,Pennsylvania,August,8,13
Schuylkill,Pennsylvania,January,9,-10
Schuylkill,Pennsylvania,February,7,-10
Schuylkill,Pennsylvania,March,8,-4
Schuylkill,Pennsylvania,April,7,1
Schuylkill,Pennsylvania,septiembre,9,9
Schuylkill,Pennsylvania,October,7,2
Schuylkill,Pennsylvania,November,8,-2
Schuylkill,Pennsylvania,December,8,-7
Somerset,Pennsylvania,May,11,6
Somerset,Pennsylvania,June,10,10
Somerset,Pennsylvania,July,10,12
Somerset,Pennsylvania,August,9,12
Somerset,Pennsylvania,January,12,-11
Somerset,Pennsylvania,February,10,-10
Somerset,Pennsylvania,March,12,-5
Somerset,Pennsylvania,April,11,0
Somerset,Pennsylvania,septiembre,9,8
Somerset,Pennsylvania,October,8,2
Somerset,Pennsylvania,November,10,-2
Somerset,Pennsylvania,December,12,-8
Washington,Pennsylvania,May,10,9
Washington,Pennsylvania,June,9,13
Washington,Pennsylvania,July,8,16
Washington,Pennsylvania,August,7,15
Washington,Pennsylvania,January,10,-7
Washington,Pennsylvania,February,8,-6
Washington,Pennsylvania,March,9,-2
Washington,Pennsylvania,April,9,4
Washington,Pennsylvania,septiembre,7,11
Washington,Pennsylvania,October,8,5
Washington,Pennsylvania,November,8,1
Washington,Pennsylvania,December,9,-5
Westmoreland,Pennsylvania,May,11,8
Westmoreland,Pennsylvania,June,10,13
Westmoreland,Pennsylvania,July,9,15
Westmoreland,Pennsylvania,August,8,15
Westmoreland,Pennsylvania,January,10,-6
Westmoreland,Pennsylvania,February,9,-6
Westmoreland,Pennsylvania,March,10,-2
Westmoreland,Pennsylvania,April,11,3
Westmoreland,Pennsylvania,septiembre,8,10
Westmoreland,Pennsylvania,October,8,4
Westmoreland,Pennsylvania,November,10,0
Westmoreland,Pennsylvania,December,10,-4
York,Pennsylvania,May,9,10
York,Pennsylvania,June,9,15
York,Pennsylvania,July,8,17
York,Pennsylvania,August,7,16
York,Pennsylvania,January,7,-6
York,Pennsylvania,February,7,-5
York,Pennsylvania,March,8,-1
York,Pennsylvania,April,8,4
York,Pennsylvania,septiembre,7,12
York,Pennsylvania,October,6,6
York,Pennsylvania,November,7,1
York,Pennsylvania,December,7,-3
Kent,Rhode Island,May,9,9
Kent,Rhode Island,June,8,13
Kent,Rhode Island,July,7,17
Kent,Rhode Island,August,7,16
Kent,Rhode Island,January,9,-8
Kent,Rhode Island,February,7,-7
Kent,Rhode Island,March,9,-2
Kent,Rhode Island,April,8,3
Kent,Rhode Island,septiembre,7,12
Kent,Rhode Island,October,8,6
Kent,Rhode Island,November,8,1
Kent,Rhode Island,December,9,-4
Newport,Rhode Island,May,8,10
Newport,Rhode Island,June,7,15
Newport,Rhode Island,July,6,19
Newport,Rhode Island,August,6,19
Newport,Rhode Island,January,7,-3
Newport,Rhode Island,February,7,-3
Newport,Rhode Island,March,7,0
Newport,Rhode Island,April,8,5
Newport,Rhode Island,septiembre,6,15
Newport,Rhode Island,October,7,10
Newport,Rhode Island,November,7,5
Newport,Rhode Island,December,8,0
Providence,Rhode Island,May,9,9
Providence,Rhode Island,June,8,14
Providence,Rhode Island,July,7,17
Providence,Rhode Island,August,7,16
Providence,Rhode Island,January,8,-7
Providence,Rhode Island,February,7,-6
Providence,Rhode Island,March,8,-2
Providence,Rhode Island,April,8,4
Providence,Rhode Island,septiembre,7,12
Providence,Rhode Island,October,7,6
Providence,Rhode Island,November,8,2
Providence,Rhode Island,December,8,-3
Washington,Rhode Island,May,9,8
Washington,Rhode Island,June,8,12
Washington,Rhode Island,July,7,16
Washington,Rhode Island,August,6,15
Washington,Rhode Island,January,8,-7
Washington,Rhode Island,February,8,-6
Washington,Rhode Island,March,8,-3
Washington,Rhode Island,April,8,3
Washington,Rhode Island,septiembre,6,12
Washington,Rhode Island,October,9,5
Washington,Rhode Island,November,8,0
Washington,Rhode Island,December,9,-4
Aiken,South Carolina,May,6,14
Aiken,South Carolina,June,8,19
Aiken,South Carolina,July,9,21
Aiken,South Carolina,August,8,20
Aiken,South Carolina,January,8,1
Aiken,South Carolina,February,7,2
Aiken,South Carolina,March,7,6
Aiken,South Carolina,April,6,10
Aiken,South Carolina,septiembre,6,17
Aiken,South Carolina,October,4,11
Aiken,South Carolina,November,5,5
Aiken,South Carolina,December,7,2
Anderson,South Carolina,May,7,14
Anderson,South Carolina,June,6,18
Anderson,South Carolina,July,8,20
Anderson,South Carolina,August,7,20
Anderson,South Carolina,January,8,-1
Anderson,South Carolina,February,7,1
Anderson,South Carolina,March,8,4
Anderson,South Carolina,April,6,9
Anderson,South Carolina,septiembre,6,16
Anderson,South Carolina,October,5,10
Anderson,South Carolina,November,7,4
Anderson,South Carolina,December,8,1
Beaufort,South Carolina,May,6,20
Beaufort,South Carolina,June,9,23
Beaufort,South Carolina,July,9,24
Beaufort,South Carolina,August,12,24
Beaufort,South Carolina,January,6,6
Beaufort,South Carolina,February,6,8
Beaufort,South Carolina,March,5,11
Beaufort,South Carolina,April,6,15
Beaufort,South Carolina,septiembre,7,22
Beaufort,South Carolina,October,5,17
Beaufort,South Carolina,November,5,11
Beaufort,South Carolina,December,7,9
Berkeley,South Carolina,May,6,16
Berkeley,South Carolina,June,8,21
Berkeley,South Carolina,July,10,22
Berkeley,South Carolina,August,10,22
Berkeley,South Carolina,January,6,2
Berkeley,South Carolina,February,6,4
Berkeley,South Carolina,March,6,7
Berkeley,South Carolina,April,6,11
Berkeley,South Carolina,septiembre,7,19
Berkeley,South Carolina,October,5,13
Berkeley,South Carolina,November,5,7
Berkeley,South Carolina,December,7,4
Charleston,South Carolina,May,5,18
Charleston,South Carolina,June,7,22
Charleston,South Carolina,July,9,23
Charleston,South Carolina,August,9,23
Charleston,South Carolina,January,7,4
Charleston,South Carolina,February,6,5
Charleston,South Carolina,March,7,9
Charleston,South Carolina,April,5,13
Charleston,South Carolina,septiembre,7,21
Charleston,South Carolina,October,5,15
Charleston,South Carolina,November,5,10
Charleston,South Carolina,December,7,6
Darlington,South Carolina,May,6,14
Darlington,South Carolina,June,8,19
Darlington,South Carolina,July,10,21
Darlington,South Carolina,August,8,21
Darlington,South Carolina,January,7,0
Darlington,South Carolina,February,7,1
Darlington,South Carolina,March,7,5
Darlington,South Carolina,April,6,9
Darlington,South Carolina,septiembre,6,17
Darlington,South Carolina,October,5,10
Darlington,South Carolina,November,5,4
Darlington,South Carolina,December,7,2
Dorchester,South Carolina,May,8,15
Dorchester,South Carolina,June,8,19
Dorchester,South Carolina,July,9,22
Dorchester,South Carolina,August,8,21
Dorchester,South Carolina,January,7,2
Dorchester,South Carolina,February,6,3
Dorchester,South Carolina,March,7,8
Dorchester,South Carolina,April,5,11
Dorchester,South Carolina,septiembre,7,19
Dorchester,South Carolina,October,5,13
Dorchester,South Carolina,November,4,7
Dorchester,South Carolina,December,6,3
Florence,South Carolina,May,6,14
Florence,South Carolina,June,7,19
Florence,South Carolina,July,8,21
Florence,South Carolina,August,8,21
Florence,South Carolina,January,6,1
Florence,South Carolina,February,6,2
Florence,South Carolina,March,6,5
Florence,South Carolina,April,5,9
Florence,South Carolina,septiembre,6,18
Florence,South Carolina,October,4,11
Florence,South Carolina,November,4,5
Florence,South Carolina,December,6,2
Greenville,South Carolina,May,7,16
Greenville,South Carolina,June,8,20
Greenville,South Carolina,July,9,22
Greenville,South Carolina,August,8,21
Greenville,South Carolina,January,7,1
Greenville,South Carolina,February,7,3
Greenville,South Carolina,March,7,7
Greenville,South Carolina,April,7,11
Greenville,South Carolina,septiembre,5,18
Greenville,South Carolina,October,5,12
Greenville,South Carolina,November,6,6
Greenville,South Carolina,December,7,3
Greenwood,South Carolina,May,6,13
Greenwood,South Carolina,June,6,18
Greenwood,South Carolina,July,7,20
Greenwood,South Carolina,August,7,20
Greenwood,South Carolina,January,8,-1
Greenwood,South Carolina,February,7,0
Greenwood,South Carolina,March,7,4
Greenwood,South Carolina,April,6,8
Greenwood,South Carolina,septiembre,6,16
Greenwood,South Carolina,October,5,9
Greenwood,South Carolina,November,6,4
Greenwood,South Carolina,December,6,0
Horry,South Carolina,May,7,13
Horry,South Carolina,June,8,18
Horry,South Carolina,July,9,20
Horry,South Carolina,August,10,20
Horry,South Carolina,January,8,0
Horry,South Carolina,February,6,1
Horry,South Carolina,March,7,5
Horry,South Carolina,April,5,9
Horry,South Carolina,septiembre,7,17
Horry,South Carolina,October,5,10
Horry,South Carolina,November,5,5
Horry,South Carolina,December,6,1
Kershaw,South Carolina,May,7,12
Kershaw,South Carolina,June,8,17
Kershaw,South Carolina,July,9,20
Kershaw,South Carolina,August,8,19
Kershaw,South Carolina,January,9,-2
Kershaw,South Carolina,February,7,-1
Kershaw,South Carolina,March,8,3
Kershaw,South Carolina,April,6,7
Kershaw,South Carolina,septiembre,6,16
Kershaw,South Carolina,October,5,8
Kershaw,South Carolina,November,6,3
Kershaw,South Carolina,December,7,-1
Lancaster,South Carolina,May,6,12
Lancaster,South Carolina,June,7,17
Lancaster,South Carolina,July,8,20
Lancaster,South Carolina,August,7,19
Lancaster,South Carolina,January,8,-2
Lancaster,South Carolina,February,6,-1
Lancaster,South Carolina,March,7,3
Lancaster,South Carolina,April,6,8
Lancaster,South Carolina,septiembre,6,16
Lancaster,South Carolina,October,5,9
Lancaster,South Carolina,November,5,4
Lancaster,South Carolina,December,6,0
Laurens,South Carolina,May,7,13
Laurens,South Carolina,June,7,18
Laurens,South Carolina,July,7,20
Laurens,South Carolina,August,6,19
Laurens,South Carolina,January,8,-2
Laurens,South Carolina,February,7,-1
Laurens,South Carolina,March,8,3
Laurens,South Carolina,April,6,8
Laurens,South Carolina,septiembre,6,15
Laurens,South Carolina,October,5,8
Laurens,South Carolina,November,6,3
Laurens,South Carolina,December,8,-1
Lexington,South Carolina,May,7,15
Lexington,South Carolina,June,8,20
Lexington,South Carolina,July,9,22
Lexington,South Carolina,August,8,21
Lexington,South Carolina,January,8,1
Lexington,South Carolina,February,7,2
Lexington,South Carolina,March,7,6
Lexington,South Carolina,April,5,10
Lexington,South Carolina,septiembre,6,18
Lexington,South Carolina,October,4,11
Lexington,South Carolina,November,5,5
Lexington,South Carolina,December,7,2
Oconee,South Carolina,May,8,12
Oconee,South Carolina,June,8,17
Oconee,South Carolina,July,9,19
Oconee,South Carolina,August,9,18
Oconee,South Carolina,January,8,-2
Oconee,South Carolina,February,8,0
Oconee,South Carolina,March,9,3
Oconee,South Carolina,April,7,7
Oconee,South Carolina,septiembre,7,15
Oconee,South Carolina,October,6,9
Oconee,South Carolina,November,7,3
Oconee,South Carolina,December,9,0
Orangeburg,South Carolina,May,7,15
Orangeburg,South Carolina,June,8,19
Orangeburg,South Carolina,July,9,21
Orangeburg,South Carolina,August,8,21
Orangeburg,South Carolina,January,8,1
Orangeburg,South Carolina,February,7,3
Orangeburg,South Carolina,March,7,7
Orangeburg,South Carolina,April,5,10
Orangeburg,South Carolina,septiembre,6,18
Orangeburg,South Carolina,October,5,11
Orangeburg,South Carolina,November,5,6
Orangeburg,South Carolina,December,7,2
Pickens,South Carolina,May,8,13
Pickens,South Carolina,June,8,17
Pickens,South Carolina,July,8,19
Pickens,South Carolina,August,8,19
Pickens,South Carolina,January,8,-2
Pickens,South Carolina,February,7,0
Pickens,South Carolina,March,8,4
Pickens,South Carolina,April,7,8
Pickens,South Carolina,septiembre,7,16
Pickens,South Carolina,October,5,9
Pickens,South Carolina,November,7,4
Pickens,South Carolina,December,8,0
Richland,South Carolina,May,7,16
Richland,South Carolina,June,9,21
Richland,South Carolina,July,9,23
Richland,South Carolina,August,8,22
Richland,South Carolina,January,6,2
Richland,South Carolina,February,6,3
Richland,South Carolina,March,6,7
Richland,South Carolina,April,5,12
Richland,South Carolina,septiembre,5,19
Richland,South Carolina,October,4,12
Richland,South Carolina,November,5,7
Richland,South Carolina,December,6,4
Spartanburg,South Carolina,May,7,15
Spartanburg,South Carolina,June,7,19
Spartanburg,South Carolina,July,8,21
Spartanburg,South Carolina,August,7,20
Spartanburg,South Carolina,January,7,1
Spartanburg,South Carolina,February,7,3
Spartanburg,South Carolina,March,8,6
Spartanburg,South Carolina,April,7,11
Spartanburg,South Carolina,septiembre,5,18
Spartanburg,South Carolina,October,5,11
Spartanburg,South Carolina,November,6,6
Spartanburg,South Carolina,December,7,3
Sumter,South Carolina,May,7,14
Sumter,South Carolina,June,8,19
Sumter,South Carolina,July,9,21
Sumter,South Carolina,August,8,20
Sumter,South Carolina,January,8,1
Sumter,South Carolina,February,7,2
Sumter,South Carolina,March,7,5
Sumter,South Carolina,April,6,10
Sumter,South Carolina,septiembre,6,17
Sumter,South Carolina,October,5,11
Sumter,South Carolina,November,5,5
Sumter,South Carolina,December,7,2
York,South Carolina,May,7,14
York,South Carolina,June,7,19
York,South Carolina,July,9,21
York,South Carolina,August,7,20
York,South Carolina,January,7,-1
York,South Carolina,February,6,0
York,South Carolina,March,7,4
York,South Carolina,April,7,9
York,South Carolina,septiembre,6,17
York,South Carolina,October,5,10
York,South Carolina,November,5,3
York,South Carolina,December,8,1
Minnehaha,South Dakota,May,8,8
Minnehaha,South Dakota,June,8,14
Minnehaha,South Dakota,July,6,17
Minnehaha,South Dakota,August,6,16
Minnehaha,South Dakota,January,2,-14
Minnehaha,South Dakota,February,3,-12
Minnehaha,South Dakota,March,5,-5
Minnehaha,South Dakota,April,7,2
Minnehaha,South Dakota,septiembre,6,10
Minnehaha,South Dakota,October,4,3
Minnehaha,South Dakota,November,3,-5
Minnehaha,South Dakota,December,3,-12
Pennington,South Dakota,May,7,7
Pennington,South Dakota,June,7,13
Pennington,South Dakota,July,5,17
Pennington,South Dakota,August,4,16
Pennington,South Dakota,January,2,-9
Pennington,South Dakota,February,2,-9
Pennington,South Dakota,March,3,-4
Pennington,South Dakota,April,5,1
Pennington,South Dakota,septiembre,3,11
Pennington,South Dakota,October,3,4
Pennington,South Dakota,November,2,-3
Pennington,South Dakota,December,2,-9
Anderson,Tennessee,May,9,13
Anderson,Tennessee,June,9,18
Anderson,Tennessee,July,9,20
Anderson,Tennessee,August,7,20
Anderson,Tennessee,January,8,-1
Anderson,Tennessee,February,9,0
Anderson,Tennessee,March,9,4
Anderson,Tennessee,April,8,9
Anderson,Tennessee,septiembre,6,16
Anderson,Tennessee,October,6,9
Anderson,Tennessee,November,7,4
Anderson,Tennessee,December,9,-1
Blount,Tennessee,May,11,16
Blount,Tennessee,June,11,20
Blount,Tennessee,July,11,22
Blount,Tennessee,August,9,22
Blount,Tennessee,January,10,1
Blount,Tennessee,February,10,3
Blount,Tennessee,March,10,7
Blount,Tennessee,April,9,11
Blount,Tennessee,septiembre,7,19
Blount,Tennessee,October,7,13
Blount,Tennessee,November,8,8
Blount,Tennessee,December,10,3
Bradley,Tennessee,May,8,12
Bradley,Tennessee,June,9,17
Bradley,Tennessee,July,9,19
Bradley,Tennessee,August,7,19
Bradley,Tennessee,January,9,-2
Bradley,Tennessee,February,8,-1
Bradley,Tennessee,March,10,3
Bradley,Tennessee,April,8,7
Bradley,Tennessee,septiembre,6,15
Bradley,Tennessee,October,6,8
Bradley,Tennessee,November,8,2
Bradley,Tennessee,December,9,-1
Davidson,Tennessee,May,8,13
Davidson,Tennessee,June,6,18
Davidson,Tennessee,July,8,20
Davidson,Tennessee,August,6,19
Davidson,Tennessee,January,7,-3
Davidson,Tennessee,February,6,-1
Davidson,Tennessee,March,7,3
Davidson,Tennessee,April,7,8
Davidson,Tennessee,septiembre,5,15
Davidson,Tennessee,October,5,8
Davidson,Tennessee,November,5,3
Davidson,Tennessee,December,6,-1
Greene,Tennessee,May,10,10
Greene,Tennessee,June,9,15
Greene,Tennessee,July,10,18
Greene,Tennessee,August,8,17
Greene,Tennessee,January,9,-5
Greene,Tennessee,February,9,-3
Greene,Tennessee,March,10,1
Greene,Tennessee,April,9,5
Greene,Tennessee,septiembre,7,13
Greene,Tennessee,October,6,6
Greene,Tennessee,November,7,0
Greene,Tennessee,December,9,-3
Hamilton,Tennessee,May,8,14
Hamilton,Tennessee,June,8,18
Hamilton,Tennessee,July,9,21
Hamilton,Tennessee,August,7,20
Hamilton,Tennessee,January,8,-1
Hamilton,Tennessee,February,8,1
Hamilton,Tennessee,March,9,5
Hamilton,Tennessee,April,8,9
Hamilton,Tennessee,septiembre,6,17
Hamilton,Tennessee,October,5,10
Hamilton,Tennessee,November,7,4
Hamilton,Tennessee,December,9,1
Knox,Tennessee,May,9,13
Knox,Tennessee,June,8,18
Knox,Tennessee,July,8,20
Knox,Tennessee,August,7,20
Knox,Tennessee,January,10,-2
Knox,Tennessee,February,7,-1
Knox,Tennessee,March,9,4
Knox,Tennessee,April,7,9
Knox,Tennessee,septiembre,7,17
Knox,Tennessee,October,6,10
Knox,Tennessee,November,6,5
Knox,Tennessee,December,9,1
Madison,Tennessee,May,8,14
Madison,Tennessee,June,8,19
Madison,Tennessee,July,7,21
Madison,Tennessee,August,5,20
Madison,Tennessee,January,8,-2
Madison,Tennessee,February,7,0
Madison,Tennessee,March,9,4
Madison,Tennessee,April,8,9
Madison,Tennessee,septiembre,6,16
Madison,Tennessee,October,6,9
Madison,Tennessee,November,7,4
Madison,Tennessee,December,8,0
Maury,Tennessee,May,9,12
Maury,Tennessee,June,7,17
Maury,Tennessee,July,8,19
Maury,Tennessee,August,6,18
Maury,Tennessee,January,8,-3
Maury,Tennessee,February,8,-2
Maury,Tennessee,March,9,2
Maury,Tennessee,April,8,7
Maury,Tennessee,septiembre,6,14
Maury,Tennessee,October,6,7
Maury,Tennessee,November,7,2
Maury,Tennessee,December,9,-1
Montgomery,Tennessee,May,9,13
Montgomery,Tennessee,June,7,18
Montgomery,Tennessee,July,7,20
Montgomery,Tennessee,August,6,19
Montgomery,Tennessee,January,8,-3
Montgomery,Tennessee,February,8,-2
Montgomery,Tennessee,March,7,3
Montgomery,Tennessee,April,8,8
Montgomery,Tennessee,septiembre,6,15
Montgomery,Tennessee,October,6,9
Montgomery,Tennessee,November,7,3
Montgomery,Tennessee,December,9,-1
Putnam,Tennessee,May,9,11
Putnam,Tennessee,June,8,16
Putnam,Tennessee,July,9,19
Putnam,Tennessee,August,7,18
Putnam,Tennessee,January,9,-4
Putnam,Tennessee,February,9,-2
Putnam,Tennessee,March,10,2
Putnam,Tennessee,April,9,6
Putnam,Tennessee,septiembre,6,14
Putnam,Tennessee,October,6,7
Putnam,Tennessee,November,8,2
Putnam,Tennessee,December,10,-1
Robertson,Tennessee,May,9,12
Robertson,Tennessee,June,8,17
Robertson,Tennessee,July,7,19
Robertson,Tennessee,August,6,18
Robertson,Tennessee,January,8,-4
Robertson,Tennessee,February,7,-3
Robertson,Tennessee,March,9,2
Robertson,Tennessee,April,9,7
Robertson,Tennessee,septiembre,6,14
Robertson,Tennessee,October,6,8
Robertson,Tennessee,November,7,3
Robertson,Tennessee,December,8,-2
Rutherford,Tennessee,May,9,12
Rutherford,Tennessee,June,8,17
Rutherford,Tennessee,July,8,20
Rutherford,Tennessee,August,7,19
Rutherford,Tennessee,January,8,-4
Rutherford,Tennessee,February,8,-2
Rutherford,Tennessee,March,9,2
Rutherford,Tennessee,April,8,7
Rutherford,Tennessee,septiembre,6,15
Rutherford,Tennessee,October,6,7
Rutherford,Tennessee,November,7,3
Rutherford,Tennessee,December,9,-1
Sevier,Tennessee,May,9,11
Sevier,Tennessee,June,8,16
Sevier,Tennessee,July,9,18
Sevier,Tennessee,August,7,17
Sevier,Tennessee,January,8,-4
Sevier,Tennessee,February,8,-2
Sevier,Tennessee,March,9,1
Sevier,Tennessee,April,8,6
Sevier,Tennessee,septiembre,6,14
Sevier,Tennessee,October,6,7
Sevier,Tennessee,November,7,1
Sevier,Tennessee,December,9,-2
Shelby,Tennessee,May,8,17
Shelby,Tennessee,June,6,21
Shelby,Tennessee,July,7,23
Shelby,Tennessee,August,5,22
Shelby,Tennessee,January,7,0
Shelby,Tennessee,February,7,2
Shelby,Tennessee,March,9,7
Shelby,Tennessee,April,8,12
Shelby,Tennessee,septiembre,5,19
Shelby,Tennessee,October,5,12
Shelby,Tennessee,November,7,6
Shelby,Tennessee,December,8,2
Sullivan,Tennessee,May,9,11
Sullivan,Tennessee,June,9,16
Sullivan,Tennessee,July,10,18
Sullivan,Tennessee,August,8,17
Sullivan,Tennessee,January,9,-4
Sullivan,Tennessee,February,9,-2
Sullivan,Tennessee,March,10,2
Sullivan,Tennessee,April,9,6
Sullivan,Tennessee,septiembre,7,14
Sullivan,Tennessee,October,6,7
Sullivan,Tennessee,November,7,2
Sullivan,Tennessee,December,9,-2
Sumner,Tennessee,May,8,13
Sumner,Tennessee,June,8,18
Sumner,Tennessee,July,7,20
Sumner,Tennessee,August,6,19
Sumner,Tennessee,January,8,-3
Sumner,Tennessee,February,7,-2
Sumner,Tennessee,March,9,3
Sumner,Tennessee,April,8,8
Sumner,Tennessee,septiembre,6,15
Sumner,Tennessee,October,6,9
Sumner,Tennessee,November,7,3
Sumner,Tennessee,December,8,-1
Washington,Tennessee,May,10,11
Washington,Tennessee,June,9,16
Washington,Tennessee,July,11,18
Washington,Tennessee,August,8,17
Washington,Tennessee,January,8,-3
Washington,Tennessee,February,8,-2
Washington,Tennessee,March,9,2
Washington,Tennessee,April,10,6
Washington,Tennessee,septiembre,7,13
Washington,Tennessee,October,6,7
Washington,Tennessee,November,6,2
Washington,Tennessee,December,10,-2
Williamson,Tennessee,May,9,12
Williamson,Tennessee,June,8,17
Williamson,Tennessee,July,8,19
Williamson,Tennessee,August,6,18
Williamson,Tennessee,January,8,-3
Williamson,Tennessee,February,8,-1
Williamson,Tennessee,March,9,3
Williamson,Tennessee,April,8,7
Williamson,Tennessee,septiembre,6,15
Williamson,Tennessee,October,6,8
Williamson,Tennessee,November,7,3
Williamson,Tennessee,December,9,-1
Wilson,Tennessee,May,8,12
Wilson,Tennessee,June,8,17
Wilson,Tennessee,July,8,19
Wilson,Tennessee,August,6,18
Wilson,Tennessee,January,8,-4
Wilson,Tennessee,February,8,-2
Wilson,Tennessee,March,9,2
Wilson,Tennessee,April,8,7
Wilson,Tennessee,septiembre,6,14
Wilson,Tennessee,October,6,7
Wilson,Tennessee,November,7,2
Wilson,Tennessee,December,9,-2
Angelina,Texas,May,7,18
Angelina,Texas,June,7,21
Angelina,Texas,July,6,23
Angelina,Texas,August,5,22
Angelina,Texas,January,7,3
Angelina,Texas,February,6,5
Angelina,Texas,March,6,9
Angelina,Texas,April,5,13
Angelina,Texas,septiembre,5,19
Angelina,Texas,October,5,13
Angelina,Texas,November,6,8
Angelina,Texas,December,7,4
Bastrop,Texas,May,5,18
Bastrop,Texas,June,5,21
Bastrop,Texas,July,4,22
Bastrop,Texas,August,3,22
Bastrop,Texas,January,5,3
Bastrop,Texas,February,5,4
Bastrop,Texas,March,6,9
Bastrop,Texas,April,4,13
Bastrop,Texas,septiembre,5,19
Bastrop,Texas,October,5,13
Bastrop,Texas,November,4,8
